09/05/2019;9,8068
10/05/2019;9,8193
13/05/2019;9,8148
14/05/2019;9,799
15/05/2019;9,8003
16/05/2019;9,7513
20/05/2019;9,7978
21/05/2019;9,7913
22/05/2019;9,7598
23/05/2019;9,7543
24/05/2019;9,7558
27/05/2019;9,7523
28/05/2019;9,7165
29/05/2019;9,773
31/05/2019;9,7915
03/06/2019;9,7778
04/06/2019;9,786
05/06/2019;9,7738
06/06/2019;9,8083
07/06/2019;9,7963
11/06/2019;9,77
12/06/2019;9,782
13/06/2019;9,772
14/06/2019;9,7728
17/06/2019;9,7938
18/06/2019;9,7795
19/06/2019;9,7815
20/06/2019;9,6678
21/06/2019;9,686
24/06/2019;9,6643
25/06/2019;9,6855
26/06/2019;9,6733
27/06/2019;9,6843
28/06/2019;9,6938
01/07/2019;9,6848
02/07/2019;9,6715
03/07/2019;9,6593
04/07/2019;9,6298
05/07/2019;9,6325
08/07/2019;9,684
09/07/2019;9,6983
10/07/2019;9,693
11/07/2019;9,6323
12/07/2019;9,6208
15/07/2019;9,6223
16/07/2019;9,5933
17/07/2019;9,622
18/07/2019;9,6438
19/07/2019;9,6138
22/07/2019;9,6275
23/07/2019;9,681
24/07/2019;9,6355
25/07/2019;9,6058
26/07/2019;9,6913
29/07/2019;9,6935
30/07/2019;9,7368
31/07/2019;9,7778
01/08/2019;9,812
02/08/2019;9,9105
05/08/2019;9,972
06/08/2019;9,9545
07/08/2019;9,996
08/08/2019;10,018
09/08/2019;9,9588
12/08/2019;10,0003
13/08/2019;10,0078
14/08/2019;10,0035
15/08/2019;10,0145
16/08/2019;9,9653
19/08/2019;9,9658
20/08/2019;9,9638
21/08/2019;9,9263
22/08/2019;9,939
23/08/2019;9,9593
26/08/2019;9,9873
27/08/2019;9,992
28/08/2019;10,011
29/08/2019;10,0365
30/08/2019;10,038
02/09/2019;9,9788
03/09/2019;10,019
04/09/2019;9,9838
05/09/2019;9,9332
06/09/2019;9,923
09/09/2019;9,8663
10/09/2019;9,9125
11/09/2019;9,8745
12/09/2019;9,8543
13/09/2019;9,9213
16/09/2019;9,9043
17/09/2019;9,8715
18/09/2019;9,8905
19/09/2019;9,8905
20/09/2019;9,9423
23/09/2019;9,9723
24/09/2019;9,9225
25/09/2019;9,931
26/09/2019;9,9235
27/09/2019;9,9155
30/09/2019;9,8953
01/10/2019;9,9463
